Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2019,Fall,2019-fa,ME,451,Computer-Aided Mfg Systems,LCD,0,8,4,8,3,4,1,1,0,0,0,0,0,0,"Kapoor, Shiv G"
2019,Fall,2019-fa,ME,461,Computer Cntrl of Mech Systems,LCD,5,34,5,0,2,0,0,0,0,0,0,0,0,0,"Block, Daniel J"
2019,Fall,2019-fa,ME,470,Senior Design Project,LEC,7,55,16,7,0,1,0,1,0,0,0,0,0,0,"Johnson, Blake E"
2019,Fall,2019-fa,ME,471,Finite Element Analysis,LEC,2,5,2,4,11,1,3,3,0,1,1,1,0,0,"James, Kai"
2019,Fall,2019-fa,ME,482,Musculoskel Tissue Mechanics,LCD,1,8,13,2,1,0,0,0,0,0,0,0,0,0,"Wagoner Johnson, Amy J"
2019,Fall,2019-fa,ME,487,MEMS-NEMS Theory & Fabrication,LEC,0,6,7,5,4,2,1,0,0,0,0,0,0,0,"Mensing, Glennys A"
2019,Fall,2019-fa,MILS,120,Intro to US Armed Forces,LEC,0,1,3,6,9,4,1,0,0,0,1,0,0,0,"Ashworth, Eric L"
2019,Fall,2019-fa,MSE,101,Materials in Today's World,LEC,9,20,3,2,0,3,0,1,0,0,0,0,0,0,"Goodman, Matthew D"
2019,Fall,2019-fa,MSE,182,Introduction to MatSE,LCD,9,36,25,10,3,0,0,0,1,0,0,0,2,0,"Huang, Pinshane"
2019,Fall,2019-fa,MSE,201,Phases and Phase Relations,LEC,3,12,21,7,7,11,1,4,0,0,1,0,1,0,"Leal, Cecilia"
2019,Fall,2019-fa,MSE,280,Engineering Materials,LCD,14,50,28,15,25,7,2,2,0,0,0,0,0,0,"Goodman, Matthew D"
2019,Fall,2019-fa,MSE,307,Materials Laboratory I,LCD,1,26,14,6,1,0,1,0,1,0,0,0,0,0,"TerBush, Jessica"
2019,Fall,2019-fa,MSE,401,Thermodynamics of Materials,LEC,35,5,0,8,9,7,7,2,3,6,0,2,4,0,"Dillon, Shen J"
2019,Fall,2019-fa,MSE,403,Synthesis of Materials,LCD,4,6,2,4,4,4,2,2,0,0,0,0,0,0,"Shoemaker, Daniel P"
2019,Fall,2019-fa,MSE,406,Thermal-Mech Behavior of Matls,LCD,1,12,6,7,13,10,4,7,2,2,3,1,0,0,"Maass, C. Robert E."
2019,Fall,2019-fa,MSE,421,Ceramic Processing,LCD,3,5,2,3,3,3,0,0,0,0,0,0,2,0,"Kriven, Waltraud M"
2019,Fall,2019-fa,MSE,440,Mechanical Behavior of Metals,LCD,2,4,3,4,4,0,2,1,3,0,1,0,0,1,"Krogstad, Jessica A"
2019,Fall,2019-fa,MSE,456,Mechanics of Composites,LCD,3,5,4,4,6,2,2,4,2,0,0,0,1,0,"Geubelle, Philippe H"
2019,Fall,2019-fa,MSE,457,Polymer Chemistry,LCD,1,13,24,9,21,6,7,3,0,0,0,0,0,0,"Evans, Christopher"
2019,Fall,2019-fa,MSE,470,Design and Use of Biomaterials,LEC,11,33,16,11,8,2,1,1,0,0,0,0,0,0,"Cheng, Jianjun"
2019,Fall,2019-fa,MSE,480,Surfaces and Colloids,LEC,3,19,14,8,12,5,0,0,0,0,0,0,0,0,"Chen, Qian"
2019,Fall,2019-fa,MSE,500,Statistical Thermodyn of Matls,LEC,4,11,9,4,9,0,1,0,0,0,0,0,0,1,"Schweizer, Kenneth S"
2019,Fall,2019-fa,MUS,103,Rudiments of Music Theory I,LCD,6,4,9,3,3,5,0,1,1,1,2,0,1,0,"Livengood, Kerrith"
2019,Fall,2019-fa,MUS,105,Computation and Music I,LCD,10,4,2,1,0,0,0,0,0,0,1,0,4,0,"Taube, Heinrich K"
2019,Fall,2019-fa,MUS,110,Introd Art Mus: Intl Perspect,LEC,41,27,29,8,4,4,3,2,0,0,1,0,4,0,"Silvers, Michael B"
2019,Fall,2019-fa,MUS,130,Introd to the Art of Music,LEC,34,35,21,21,5,13,15,4,11,1,3,1,3,3,"Eagen, Megan K"
2019,Fall,2019-fa,MUS,133,Introduction to World Music,LEC,63,37,34,22,29,16,8,7,4,5,0,5,4,0,"Tsekouras, Ioannis"
2019,Fall,2019-fa,MUS,133,INTRODUCTION TO WORLD MUSIC,LEC,56,54,38,26,25,8,3,5,4,0,2,1,3,1,"Tsekouras, Ioannis"
2019,Fall,2019-fa,MUS,240,Orientation Mus Tchg Lrng K-HS,LCD,0,18,0,0,3,0,0,1,0,0,0,0,1,0,"McCall, Joyce M"
2019,Fall,2019-fa,MUS,243,Introductory Music Ed Tech,LBD,32,5,3,1,0,1,1,0,0,0,1,0,0,0,"Kruse, Adam J"
2019,Fall,2019-fa,MUS,261,University Chorus,PR,0,27,5,3,0,1,0,0,0,0,0,0,1,0,"Mason, Christopher"
2019,Fall,2019-fa,MUS,268,Wind Symphony,PR,0,35,0,0,1,0,0,0,0,0,0,0,0,0,"Peterson, Stephen"
2019,Fall,2019-fa,MUS,269,Wind Orchestra,PR,0,49,0,0,2,0,0,0,0,0,0,0,0,1,"Peterson, Elizabeth B"
2019,Fall,2019-fa,MUS,313,The History of Music I,LEC,5,11,22,11,11,12,1,4,4,0,0,5,2,1,"Takao, Makoto H"
2019,Fall,2019-fa,MUS,343,Music in Adolescence,LCD,0,29,6,3,1,1,2,0,1,0,0,0,1,0,"Sweet, Bridget M"
2019,Fall,2019-fa,MUS,350,Music Teaching in Ens Settings,LBD,0,14,7,0,1,1,0,0,1,0,0,0,3,0,"Nichols, Jeananne B"
2019,Fall,2019-fa,MUS,407,Elect Music Techniques I,LBD,0,17,6,3,5,0,1,0,0,0,0,0,1,0,"Fieldsteel, Eli M"
2019,Fall,2019-fa,MUS,408,Music since World War II,LCD,8,6,3,0,0,4,1,0,0,0,1,0,0,0,"Lund, Erik R"
2019,Fall,2019-fa,MUS,418,Music of the Spanish Atlantic,LCD,1,9,8,0,1,1,0,1,0,0,1,0,0,0,"Ramirez, Carlos R"
2019,Fall,2019-fa,MUS,443,Orchestral Repertory,LCD,0,22,0,0,0,0,0,0,0,0,0,0,2,0,"Chasanov, Elliot L"
2019,Fall,2019-fa,MUS,447,Advanced Music Ed Technology,LCD,14,5,1,1,0,0,0,0,0,0,0,0,0,0,"Kruse, Adam J"
2019,Fall,2019-fa,MUS,450,Advanced Ensemble Music,PR,0,21,2,0,1,0,0,0,0,0,0,0,0,0,"Tilley, Michael P"
2019,Fall,2019-fa,MUS,499,Jazz Forum,CNF,2,14,6,6,1,1,2,0,0,0,1,0,0,0,"McNeill, Charles L"
2019,Fall,2019-fa,MUS,501,Grad Music History Review 1,LCD,9,10,8,2,0,0,0,0,0,0,0,0,0,0,"Siletti, Michael J"
2019,Fall,2019-fa,MUS,502,Tonal Theory,CNF,4,4,4,3,5,2,0,0,1,0,0,0,0,0,"Taube, Heinrich K"
2019,Fall,2019-fa,NPRE,100,Orientation to NPRE,LCD,4,16,2,2,7,1,1,1,0,0,0,0,1,0,"Uddin, Rizwan"
2019,Fall,2019-fa,NPRE,201,Energy Systems,LCD,2,8,12,12,9,8,9,2,1,1,1,0,0,0,"Andruczyk, Daniel"
2019,Fall,2019-fa,NPRE,201,Energy Systems,LCD,0,15,9,6,10,3,0,2,0,0,0,0,0,0,"Andruczyk, Daniel"
2019,Fall,2019-fa,NPRE,402,Nuclear Power Engineering,LCD,16,27,27,16,10,7,0,4,0,0,0,0,0,1,"Ragheb, Magdi"
2019,Fall,2019-fa,NPRE,431,Materials in Nuclear Engrg,LCD,0,8,3,5,6,5,4,5,0,0,0,0,1,1,"Stubbins, James F"
2019,Fall,2019-fa,NPRE,446,Radiation Interact w/Matter I,LEC,2,3,5,1,6,1,0,1,0,0,1,2,1,0,"Huff, Kathryn D"
2019,Fall,2019-fa,NPRE,448,Nuclear Syst Engrg & Design,LCD,2,4,3,9,3,3,2,3,1,0,3,1,1,0,"Brooks, Caleb"
2019,Fall,2019-fa,NPRE,457,Safety Anlys Nucl Reactor Syst,LCD,5,14,2,1,0,0,0,1,0,0,0,0,0,0,"Ragheb, Magdi"
2019,Fall,2019-fa,NPRE,481,Writing on Technol & Security,CNF,5,7,7,8,2,3,2,0,1,0,0,0,0,0,"Roy, William R"
2019,Fall,2019-fa,NRES,100,Fundamentals of Env Sci,LEC,28,29,11,6,3,1,1,2,0,0,0,0,3,0,"Coon, Jaime J"
2019,Fall,2019-fa,NRES,102,Introduction to NRES,LEC,28,12,7,8,3,4,4,2,0,1,0,1,1,0,"Kent, Angela D"
2019,Fall,2019-fa,NRES,102,Introduction to NRES,ONL,19,44,28,33,29,18,12,19,7,4,4,2,29,1,"Ugarte, Carmen M"
2019,Fall,2019-fa,NRES,103,The Great Lakes at Risk,ONL,46,49,64,38,32,28,17,11,16,5,5,7,38,3,"Miller, James R"
2019,Fall,2019-fa,NRES,201,Introductory Soils,LEC,3,11,2,10,22,6,6,18,5,2,3,0,2,0,"Mulvaney, Richard L"
2019,Fall,2019-fa,NRES,219,Principles of Ecosystem Mgmt,LEC,6,17,11,10,20,6,8,7,4,2,1,2,0,0,"Yannarell, Anthony"
2019,Fall,2019-fa,NRES,348,Fish and Wildlife Ecology,LEC,9,23,11,12,11,10,7,6,3,0,1,0,2,1,"Ward, Michael P"
2019,Fall,2019-fa,NRES,401,Watershed Hydrology,LEC,3,11,8,3,3,2,2,1,1,0,0,0,1,0,"Guan, Kaiyu"
2019,Fall,2019-fa,NRES,409,Fishery Ecol and Conservation,LCD,0,1,5,5,6,3,1,1,0,0,0,0,0,0,"Suski, Cory D"
2019,Fall,2019-fa,NRES,415,Native Plant ID and Floristics,LEC,4,6,4,3,3,1,1,3,4,0,0,0,1,0,"Matthews, Jeffrey W"
2019,Fall,2019-fa,NRES,419,Env and Plant Ecosystems,LCD,3,8,7,6,6,2,3,4,2,1,1,0,2,0,"Matthews, Jeffrey W"
2019,Fall,2019-fa,NRES,424,"US Environ, Justic & Policy",LCD,6,7,4,3,0,0,0,0,0,0,0,1,1,0,"Johnson, McKenzie F"
2019,Fall,2019-fa,NRES,454,GIS in Natural Resource Mgmt,LEC,2,12,9,4,18,12,5,13,3,2,2,0,2,0,"Fraterrigo, Jennifer M"
2019,Fall,2019-fa,NRES,472,Environmental Psychology,LCD,4,9,4,3,4,5,2,0,0,0,0,1,1,0,"Kuo, Ming"
2019,Fall,2019-fa,NUTR,510,Gastrointestinal Fermentation,LEC,0,23,0,0,8,0,0,3,0,0,0,0,0,0,"Swanson, Kelly S"
2019,Fall,2019-fa,NUTR,561,Metabolic Basis of Weight Mgmt,LEC,2,14,1,2,2,0,0,0,0,0,0,0,0,0,"Nakamura, Manabu T"
2019,Fall,2019-fa,PHIL,101,Introduction to Philosophy,DIS,0,0,4,6,5,4,1,1,0,0,0,0,0,1,"Hensley, Ian M"
2019,Fall,2019-fa,PHIL,101,Introduction to Philosophy,DIS,0,2,6,8,5,0,1,0,0,1,0,0,0,0,"Hensley, Ian M"
2019,Fall,2019-fa,PHIL,101,Introduction to Philosophy,DIS,0,1,5,9,5,3,0,1,0,0,0,0,0,0,"Hensley, Ian M"
2019,Fall,2019-fa,PHIL,101,Introduction to Philosophy,DIS,0,0,6,4,3,3,4,0,1,0,0,0,0,0,"Hensley, Ian M"
2019,Fall,2019-fa,PHIL,101,Introduction to Philosophy,DIS,0,0,4,7,5,4,0,1,0,0,0,0,0,1,"Hensley, Ian M"
2019,Fall,2019-fa,PHIL,102,Logic and Reasoning,DIS,10,3,3,0,0,1,0,1,1,0,2,0,0,0,"Levinstein, Benjamin A"
2019,Fall,2019-fa,PHIL,102,Logic and Reasoning,ONL,14,19,12,9,11,11,4,4,2,1,1,1,7,2,"Edwards, Adam D"
2019,Fall,2019-fa,PHIL,102,Logic and Reasoning,ONL,17,17,14,7,15,5,9,15,11,3,4,5,15,0,"Edwards, Adam D"
2019,Fall,2019-fa,PHIL,103,Logic and Reasoning QR II,DIS,0,2,5,2,1,3,3,1,3,1,1,1,1,0,"Livengood, Jonathan M"
2019,Fall,2019-fa,PHIL,103,Logic and Reasoning QR II,DIS,6,5,2,1,0,2,0,1,1,0,0,1,2,0,"Livengood, Jonathan M"
2019,Fall,2019-fa,PHIL,107,Intro to Political Philosophy,LCD,6,5,8,7,0,0,0,0,0,0,0,0,0,0,"Bojanowski, Jochen"
2019,Fall,2019-fa,PHIL,202,Symbolic Logic,LCD,8,4,8,2,0,4,0,0,0,1,1,2,2,0,"Kishida, Kohei"
2019,Fall,2019-fa,PHIL,203,Ancient Philosophy,LCD,0,8,9,10,10,4,7,3,2,0,1,0,7,1,"Sanders, Kirk"
2019,Fall,2019-fa,PHIL,206,Early Modern Philosophy,LCD,3,16,7,5,7,5,0,4,1,3,0,2,3,1,"Weinberg, Shelley E"
2019,Fall,2019-fa,PHIL,214,Biomedical Ethics,LCD,1,3,7,5,5,2,0,0,0,0,0,0,0,0,"Sussman, David G"
2019,Fall,2019-fa,PHIL,250,Conceptions of Human Nature,LCD,0,7,12,1,2,1,1,0,2,0,0,2,0,0,"Varden, Helga"
2019,Fall,2019-fa,PHIL,380,Current Controversies,LCD,0,4,5,1,5,5,2,1,1,0,0,0,1,0,"Murphy, Colleen"
2019,Fall,2019-fa,PHIL,421,Ethical Theories,LCD,5,8,7,3,0,0,0,0,0,0,0,0,1,0,"Bojanowski, Jochen"
2019,Fall,2019-fa,PHIL,436,Phil of Law and of the State,LCD,2,8,9,3,1,1,0,1,0,0,0,0,0,0,"Varden, Helga"
2019,Fall,2019-fa,PHYS,100,Thinking About Physics,LEC,41,35,28,10,21,21,13,5,2,2,2,0,0,0,"Lundsgaard, Morten"
2019,Fall,2019-fa,PHYS,100,Thinking About Physics,LEC,32,22,29,16,21,18,14,1,2,3,1,3,0,1,"Lundsgaard, Morten"
2019,Fall,2019-fa,PHYS,101,College Physics: Mech & Heat,LEC,24,39,22,23,19,18,20,9,22,7,7,7,4,3,"Willenbrock, Scott S"
2019,Fall,2019-fa,PHYS,101,College Physics: Mech & Heat,LEC,22,17,17,16,12,20,16,25,15,8,2,2,3,2,"Willenbrock, Scott S"
2019,Fall,2019-fa,PHYS,102,College Physics: E&M & Modern,LEC,23,22,11,7,11,10,12,11,7,4,3,5,0,1,"Schulte, Elaine C"
2019,Fall,2019-fa,PHYS,102,College Physics: E&M & Modern,LEC,7,9,6,6,7,14,8,13,6,4,7,4,1,1,"Schulte, Elaine C"
2019,Fall,2019-fa,PHYS,211,University Physics: Mechanics,LEC,47,37,35,23,31,21,18,20,11,3,2,3,4,0,"Gadway, Bryce"
2019,Fall,2019-fa,PHYS,211,University Physics: Mechanics,LEC,33,31,21,26,39,13,21,14,11,1,2,3,3,0,"MacDougall, Gregory"
2019,Fall,2019-fa,PHYS,211,University Physics: Mechanics,LEC,23,25,21,19,38,16,12,18,6,7,6,4,2,2,"Noronha-Hostler, Jacquely"
2019,Fall,2019-fa,PHYS,212,University Physics: Elec & Mag,LEC,39,45,16,30,24,26,32,28,21,13,6,11,4,1,"Stelzer, Timothy J"
2019,Fall,2019-fa,PHYS,212,University Physics: Elec & Mag,LEC,28,38,21,27,29,22,30,34,24,16,11,11,3,1,"Stelzer, Timothy J"
2019,Fall,2019-fa,PHYS,212,University Physics: Elec & Mag,LEC,30,24,13,17,20,21,22,20,25,15,11,9,5,0,"Sickles, Anne M"
2019,Fall,2019-fa,PHYS,212,University Physics: Elec & Mag,LEC,14,9,15,6,5,11,14,5,10,10,4,6,0,1,"Sickles, Anne M"
2019,Fall,2019-fa,PHYS,213,Univ Physics: Thermal Physics,LEC,37,31,19,18,14,17,15,14,12,6,9,5,2,0,"Wagner, Lucas K"
2019,Fall,2019-fa,PHYS,213,Univ Physics: Thermal Physics,LEC,38,39,31,31,27,38,23,30,10,9,6,10,0,0,"Wagner, Lucas K"
2019,Fall,2019-fa,PHYS,214,Univ Physics: Quantum Physics,LEC,20,28,11,15,17,21,14,9,5,8,2,5,1,1,"Wagner, Lucas K"
2019,Fall,2019-fa,PHYS,214,Univ Physics: Quantum Physics,LEC,27,39,29,24,22,37,26,28,20,14,7,10,1,1,"Wagner, Lucas K"
2019,Fall,2019-fa,PHYS,225,Relativity & Math Applications,LEC,14,21,17,15,13,14,4,8,6,8,0,7,1,2,"Hooberman, Benjamin"
2019,Fall,2019-fa,PHYS,325,Classical Mechanics I,LEC,8,13,13,9,16,9,6,6,6,0,0,0,1,0,"Holder, Gilbert"
2019,Fall,2019-fa,PHYS,326,Classical Mechanics II,LEC,3,5,7,3,4,4,2,0,3,2,2,2,0,0,"Adshead, Peter J"
2019,Fall,2019-fa,PHYS,401,Classical Physics Lab,LEC,8,2,2,0,2,2,0,1,0,0,0,0,7,0,"Colla, Eugene V"
2019,Fall,2019-fa,PHYS,402,Light,LEC,9,5,10,5,5,1,1,1,0,0,0,0,0,0,"Bezryadin, Alexey"
2019,Fall,2019-fa,PHYS,427,Thermal & Statistical Physics,LEC,2,11,12,5,5,6,1,3,2,0,0,2,0,0,"Draper, Patrick I"
2019,Fall,2019-fa,PHYS,435,Electromagnetic Fields I,LEC,5,30,4,7,25,3,0,12,0,0,4,0,0,1,"Abbamonte, Peter M"
2019,Fall,2019-fa,PHYS,436,Electromagnetic Fields II,LEC,12,22,11,7,3,2,0,0,0,0,0,1,0,0,"Eckstein, James N"
2019,Fall,2019-fa,PHYS,460,Condensed Matter Physics,LEC,2,3,6,4,1,0,1,5,0,0,0,0,0,1,"Ceperley, David M"
2019,Fall,2019-fa,PHYS,485,Atomic Phys & Quantum Theory,LEC,6,5,4,3,4,3,3,1,0,0,0,0,0,0,"Madhavan, Vidya"
2019,Fall,2019-fa,PHYS,486,Quantum Physics I,LEC,13,8,11,5,8,3,10,8,3,1,1,1,1,0,"Beck, Douglas H"
2019,Fall,2019-fa,PHYS,487,Quantum Physics II,LEC,8,11,8,4,6,3,6,1,2,1,0,2,1,1,"Makins, Naomi C"
2019,Fall,2019-fa,PHYS,580,Quantum Mechanics I,LEC,5,2,2,3,7,1,0,3,1,0,1,0,0,0,"Leigh, Robert G"
2019,Fall,2019-fa,PHYS,582,General Field Theory,LEC,3,2,5,1,5,2,2,1,0,0,0,0,0,1,"Fradkin, Eduardo H"
2019,Fall,2019-fa,PLPA,200,"Plants, Pathogens, and People",ONL,0,145,0,0,18,0,0,4,0,0,1,0,1,0,"Lambert, Kris N"
2019,Fall,2019-fa,PS,100,Intro to Political Science,LEC,22,51,29,32,28,15,7,8,4,1,2,0,2,0,"Kourtikakis, Konstantinos"
2019,Fall,2019-fa,PS,100,Intro to Political Science,ONL,11,6,11,14,2,4,5,3,5,1,0,0,5,0,"Dilgin, Tolgahan"
2019,Fall,2019-fa,PS,100,Intro to Political Science,ONL,2,16,13,11,7,2,3,1,2,0,2,2,5,1,"Huh, Seung-Uk"
2019,Fall,2019-fa,PS,100,Intro to Political Science,LCD,1,2,9,4,3,4,0,2,0,0,0,0,0,0,"Pryor, Matthew R"
2019,Fall,2019-fa,PS,101,Intro to US Gov & Pol,LEC,43,32,17,12,18,8,5,4,4,2,4,0,4,2,"Sin, Gisela"
2019,Fall,2019-fa,PS,170,"Power, Politics, and Protest",LCD,7,33,8,5,15,4,3,1,0,0,0,0,0,0,"Frost, Samantha L"
2019,Fall,2019-fa,PS,201,US Racial & Ethnic Politics,LEC,0,49,16,12,15,7,2,5,1,1,3,2,0,0,"Baser, Caglayan"
2019,Fall,2019-fa,PS,220,Intro to Public Policy,LCD,0,30,0,2,23,0,0,12,0,0,4,0,10,1,"Ashley, Jeffrey S"
2019,Fall,2019-fa,PS,225,Environmental Politics&Policy,LCD,0,3,10,17,10,4,7,11,3,1,2,2,7,1,"Pahre, Robert D"
2019,Fall,2019-fa,PS,230,Intro to Pol Research,LEC,5,10,5,2,5,3,0,2,0,0,0,1,3,0,"Plutowski, Luke A"
2019,Fall,2019-fa,PS,240,Intro to Comp Politics,LCD,0,8,2,2,2,5,2,1,2,1,2,0,1,0,"Guo, Xiaoli"
2019,Fall,2019-fa,PS,241,Comp Politics in Dev Nations,ONL,5,25,9,6,6,8,2,4,3,2,0,0,2,1,"Zhong, Wei"
2019,Fall,2019-fa,PS,241,Comp Politics in Dev Nations,ONL,3,21,12,5,9,5,2,2,2,1,2,0,0,0,"Pettit, William M"
2019,Fall,2019-fa,PS,241,Comp Politics in Dev Nations,ONL,6,16,9,9,6,3,3,1,2,3,1,1,6,0,"Pryor, Matthew R"
2019,Fall,2019-fa,PS,270,Intro to Political Theory,LEC,3,16,40,26,22,19,12,8,4,4,1,1,1,1,"Miller, Benjamin M"
2019,Fall,2019-fa,PS,280,Intro to Intl Relations,LEC,0,27,22,12,19,11,4,4,2,0,1,0,5,0,"Grossman, Nicholas"
2019,Fall,2019-fa,PS,301,The US Constitution I,LCD,6,31,18,28,15,6,2,3,2,1,1,1,2,0,"Uribe-McGuire, Alicia B"
2019,Fall,2019-fa,PS,303,The US Congress,LCD,25,22,12,7,11,0,2,1,0,1,0,1,4,0,"Sin, Gisela"
2019,Fall,2019-fa,PS,320,Public Opinion,LEC,0,11,19,20,27,3,2,1,0,0,2,0,0,0,"Rudolph, Thomas J"
2019,Fall,2019-fa,PS,321,Principles of Public Policy,LEC,0,2,6,14,1,2,1,0,0,0,0,0,4,0,"Hinchliffe, Joseph"
2019,Fall,2019-fa,PS,348,Gov & Pol in Western Europe,LCD,14,22,11,10,23,6,6,11,2,1,0,1,3,0,"Kourtikakis, Konstantinos"
2019,Fall,2019-fa,PS,390,American Foreign Policy,LCD,0,21,38,26,8,1,0,0,0,0,0,0,1,0,"Grossman, Nicholas"
2019,Fall,2019-fa,PS,398,Strategic Interntl Relations,LCD,0,3,2,4,6,5,6,7,5,0,0,0,0,0,"Carroll, Robert J"
2019,Fall,2019-fa,PSM,501,PSM Industry Seminar I,LEC,9,9,2,0,2,0,0,0,0,0,0,0,0,0,"Bosecker, Natalie B"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,9,10,4,11,4,1,6,0,0,0,0,0,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,4,15,8,6,9,0,1,3,0,0,0,0,0,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,2,11,1,2,5,1,0,2,0,0,0,0,0,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,11,8,7,13,4,1,3,0,0,0,0,0,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,15,9,7,6,3,1,0,0,2,0,0,2,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,3,8,11,3,13,1,1,3,0,0,0,0,2,1,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,5,6,5,20,1,1,3,4,1,1,0,0,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,3,8,4,9,12,3,1,2,1,1,0,0,2,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,8,3,7,11,2,1,8,4,0,1,0,0,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,3,9,6,13,0,4,3,4,3,1,0,1,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,16,6,5,10,1,1,4,0,0,0,0,2,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,6,3,9,14,4,1,3,0,0,0,0,4,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,4,6,9,12,1,3,3,3,1,2,0,2,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,16,1,5,11,1,2,6,0,1,1,0,0,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,10,8,3,7,4,5,5,0,1,0,0,1,1,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,10,1,8,14,4,0,3,0,0,0,2,1,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,7,4,7,15,4,0,0,0,1,1,0,0,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,7,3,3,12,4,1,6,2,0,0,0,0,1,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,9,6,9,12,1,1,1,1,0,1,0,1,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,9,6,5,10,2,1,7,2,0,1,0,1,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,8,5,5,11,3,1,3,2,1,2,0,2,1,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,2,14,1,2,5,0,1,1,0,0,0,0,1,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,6,6,3,7,2,1,5,1,0,4,0,2,1,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,11,3,4,14,2,1,5,1,0,1,0,2,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,9,5,1,16,3,2,2,2,0,1,1,2,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,7,5,2,17,3,1,7,0,1,0,0,1,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,4,5,7,13,4,2,5,0,0,2,0,1,1,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,1,6,8,5,9,4,2,4,0,1,0,0,4,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,16,5,8,14,3,1,1,0,0,0,0,0,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LCD,0,2,3,3,7,4,2,3,1,1,0,0,1,0,"Travis, Lisa L"
2019,Fall,2019-fa,PSYC,100,Intro Psych,LEC,0,60,0,0,43,0,0,27,0,0,3,0,1,1,"Srull, Thomas K"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,4,2,2,8,0,8,0,4,8,1,3,0,1,2,"Laurent, Sean M"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,10,11,3,4,8,4,2,3,0,0,0,1,1,0,"Laurent, Sean M"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,7,5,8,2,4,5,1,4,1,4,1,2,2,0,"Laurent, Sean M"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,3,3,4,3,12,2,4,3,5,0,0,1,2,1,"Laurent, Sean M"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,5,7,6,3,2,5,1,6,1,3,0,0,5,1,"Laurent, Sean M"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,2,6,10,4,4,6,2,4,2,0,2,1,3,0,"Laurent, Sean M"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,4,8,3,4,3,7,1,5,2,1,1,2,1,1,"Laurent, Sean M"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,1,9,6,8,3,7,1,5,2,2,0,0,2,0,"Laurent, Sean M"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,4,7,7,6,3,6,3,4,3,1,2,0,2,0,"Laurent, Sean M"
2019,Fall,2019-fa,PSYC,201,Intro to Social Psych,LCD,2,1,9,2,8,5,2,2,5,0,5,0,2,0,"Laurent, Sean M"
